id_cliente;Nombre;Apellido;Direccion;Telefono;Tarjeta;Edad;Salario;Genero;id_pais
5133;Denise;Littlefield;1370 Rosebud Avenue;2591058475;7098680000000000;54;60000;F;11
5134;James;Edwards;1409 Parker Drive;5012886707;4469520000000000;33;40000;M;11
5135;Alice;Nolan;608 Ashford Drive;1088291799;4320540000000000;48;60000;F;11
5136;David;Davis;217 Scott Street;5945347279;4678100000000000;55;60000;M;11
5137;Brenda;Lee;1391 Rockford Road;2599054941;8912720000000000;87;20000;F;11
5138;Ezequiel;Casey;4597 Nickel Road;9259469491;5613800000000000;29;80000;M;11
5139;Terri;Brock;676 Drainer Avenue;8218127037;2426530000000000;49;20000;F;11
5140;Terry;Ramirez;2380 Small Street;6114372061;8610610000000000;29;100000;M;11
5141;Gilbert;Dawes;2370 Pick Street;1481922811;2817480000000000;37;60000;M;11
5142;Alma;Jones;3404 Hanifan Lane;3416647812;7792770000000000;74;80000;F;11
5143;David;Sigler;751 Ben Street;7769364509;6777920000000000;61;20000;M;11
5144;Jessica;Hollingsworth;2912 Broadway Avenue;3032256260;6145790000000000;51;80000;F;11
5145;Charlotte;Chandler;1420 Old Dear Lane;9273641173;8210180000000000;67;100000;F;11
5146;Alison;Sartin;4490 Heritage Road;9746393717;7048690000000000;26;40000;F;11
5147;Frank;Bailey;4159 White Avenue;3306200271;9705860000000000;83;100000;M;11
5148;Jennifer;Callaway;3826 Pinewood Avenue;3261584297;3108480000000000;48;40000;F;11
5149;Ray;Taylor;1347 Walnut Hill Drive;8153647445;3250490000000000;31;100000;M;11
5150;Don;Cummings;3028 Abia Martin Drive;8715570351;8554600000000000;50;40000;M;11
5151;Robert;Cornish;2538 Quiet Valley Lane;1739752303;9367770000000000;48;80000;M;11
5152;Glenn;Lapierre;1165 Carolina Avenue;3811488702;2501920000000000;55;60000;M;11
5153;Kimberly;Dee;2673 Wilkinson Street;1648095509;4910170000000000;26;20000;F;11
5154;Vanessa;Kramer;4575 Winifred Way;7912353076;8570270000000000;60;20000;F;11
5155;Diane;Westlake;3436 Pine Street;3561516113;3508800000000000;40;40000;F;11
5156;James;Hynes;423 Liberty Avenue;6013764970;8760570000000000;19;80000;M;11
5157;Michael;Clausen;3104 Sunrise Road;5589208926;6023160000000000;34;100000;M;11
5158;Naoma;Lam;4187 Boggess Street;2513341553;7895070000000000;61;80000;F;11
5159;Dorothy;Friedel;3635 Edsel Road;7681703917;5247100000000000;33;20000;F;11
5160;John;Austin;3169 Skinner Hollow Road;2826381882;4484390000000000;19;100000;M;11
5161;Chester;Prine;4691 Pyramid Valley Road;5831386617;9517880000000000;64;80000;M;11
5162;Nicole;Duffey;1781 Drainer Avenue;7513700994;3711440000000000;90;60000;F;11
5163;Ramona;Hom;3371 Melrose Street;5917536262;6297680000000000;63;100000;F;11
5164;Eddie;Burns;1394 Sunburst Drive;1968951434;4599610000000000;40;60000;M;11
5165;Zelma;Gibson;4327 Franklin Avenue;3348356805;4368310000000000;40;20000;F;11
5166;Andrew;Rogers;2408 Ingram Road;6646713496;6132250000000000;66;100000;M;11
5167;Rachel;McClain;2785 Hinkle Lake Road;2803280950;7281720000000000;59;80000;F;11
5168;Betty;Mahan;2281 Bottom Lane;9900573994;4468700000000000;48;20000;F;11
5169;Ruby;Hicks;3050 Nutter Street;2769740346;6239460000000000;34;100000;F;11
5170;Paul;Sankey;2935 White Pine Lane;5674324785;7664970000000000;75;100000;M;11
5171;Michael;Wilson;4849 Rogers Street;2526295734;2276260000000000;35;100000;M;11
5172;Douglas;Edward;99 Kenwood Place;7676436034;8582870000000000;53;20000;M;11
5173;Patrick;Hicks;4071 Nixon Avenue;6505847638;9733060000000000;88;100000;M;11
5174;Dennis;Burns;1793 Apple Lane;9213965358;5523060000000000;88;80000;M;11
5175;Jacquline;Singleton;582 Leverton Cove Road;1166013495;2018190000000000;34;100000;F;11
5176;Denise;Andrews;142 Snider Street;5150953068;7681240000000000;25;20000;F;11
5177;Brian;Mitchell;2315 Shinn Street;3758509353;8707690000000000;68;40000;M;11
5178;Margaret;Christopher;909 Medical Center Drive;3471250773;1088830000000000;81;20000;F;11
5179;Margaret;Kinser;4041 Lynn Street;5740708515;6419660000000000;60;40000;F;11
5180;William;Killion;2705 Johnny Lane;8231906316;9455060000000000;32;100000;M;11
5181;Russell;Wilcox;1772 Sun Valley Road;4388624469;6275040000000000;60;100000;M;11
5182;Eileen;Monroy;2315 Daylene Drive;4892151615;6662960000000000;58;60000;F;11
5183;Clarence;Griffin;3472 Mesa Drive;8146019812;1648340000000000;26;80000;M;11
5184;Anthony;Duffy;1399 Nixon Avenue;2829242944;6753880000000000;57;100000;M;11
5185;Henry;Wright;1693 Haymond Rocks Road;6663901980;8709350000000000;50;80000;M;11
5186;Richard;Herrera;4540 Oliverio Drive;4260873041;7073940000000000;49;80000;M;11
5187;Lourdes;Seger;2739 Hope Street;9409017890;4596740000000000;59;100000;F;11
5188;Mary;Matias;4360 Long Street;8442104838;7849880000000000;88;60000;F;11
5189;Ramona;Barrentine;1120 Haul Road;7697821391;2372520000000000;66;60000;F;11
5190;Johnny;Beckman;1057 Meadow Drive;1861200963;6037250000000000;57;40000;M;11
5191;Stephanie;Grogan;439 Norman Street;5373267107;5696780000000000;33;40000;F;11
5192;Elizabeth;Singh;2097 Fancher Drive;2248472851;6632500000000000;43;100000;F;11
5193;Edward;Foster;1546 Bond Street;6163634614;2502010000000000;34;100000;M;11
5194;Randall;Haynes;2506 Clarksburg Park Road;5696937617;6605210000000000;56;100000;M;11
5195;Charles;Gomez;287 Calico Drive;9704647301;9996610000000000;31;100000;M;11
5196;Laverne;Orrell;2984 Hart Ridge Road;5210023764;2969520000000000;28;40000;F;11
5197;Daniel;Glover;3376 Chandler Hollow Road;9761194725;9447770000000000;90;80000;M;11
5198;Rikki;Holcomb;1257 Arbutus Drive;1307053366;7574090000000000;78;100000;F;11
5199;Lloyd;Kinney;2838 Wines Lane;8188989329;7706810000000000;83;100000;M;11
5200;Joseph;Reynolds;71 Angus Road;2757477295;5511160000000000;28;100000;M;11
5201;Donna;Luna;4256 Keyser Ridge Road;2842802018;2592650000000000;32;40000;F;11
5202;Roy;Sheppard;1336 Dane Street;9589772509;5844060000000000;20;20000;M;11
5203;Sally;Morton;3525 Nancy Street;3177770961;2986250000000000;80;80000;F;11
5204;Brett;Hull;364 Woodhill Avenue;6785046292;4376570000000000;61;40000;M;11
5205;Adalberto;Stephens;3800 Arbor Court;5095275932;2379820000000000;50;40000;M;11
5206;Michael;Payne;398 Wildrose Lane;5298144405;1530580000000000;24;60000;M;11
5207;Barbara;West;1260 Heavens Way;6978691314;9243410000000000;19;100000;F;11
5208;Sylvia;Davis;4686 Hinkle Lake Road;2912585750;7259690000000000;73;80000;F;11
5209;Raymond;Lemoine;1607 Oakway Lane;7285605432;6315640000000000;67;20000;M;11
5210;Kermit;Johnson;3702 Bruce Street;5959133456;2413330000000000;18;80000;M;11
5211;Anita;Chapman;2051 Filbert Street;4750623440;2860690000000000;73;100000;F;11
5212;Janet;Howard;2845 Bagwell Avenue;1392140399;7766720000000000;29;20000;F;11
5213;Kathryn;Blas;1979 Walt Nuzum Farm Road;6469169259;5160910000000000;33;80000;F;11
5214;Alfonso;Hicks;912 Wakefield Street;7339148053;1282800000000000;76;40000;M;11
5215;Mary;McNally;4863 Point Street;9338832820;1246340000000000;68;60000;F;11
5216;Ruth;Anderson;1658 Edington Drive;3944174875;2352180000000000;33;40000;F;11
5217;Crista;Griffin;3553 University Hill Road;5758530034;5118860000000000;35;20000;F;11
5218;Eric;Benally;2199 Chandler Hollow Road;1388642895;8286010000000000;70;20000;M;11
5219;Ryan;Whiteaker;1859 Metz Lane;3926745700;3811400000000000;19;100000;M;11
5220;James;Krogman;718 Raoul Wallenberg Place;9398154080;6492800000000000;62;20000;M;11
5221;Gina;Westerlund;3536 Sunset Drive;4347537582;3392910000000000;51;80000;F;11
5222;Terrance;Chacon;3947 Coal Street;1834181340;6332880000000000;29;100000;M;11
5223;Darin;James;2468 Clinton Street;6345791228;5476540000000000;43;60000;M;11
5224;Kenyetta;Curtis;2554 Steve Hunt Road;3579079859;2499910000000000;72;40000;F;11
5225;Joey;Gill;365 Lindale Avenue;1653792638;3866630000000000;25;20000;M;11
5226;Donna;Barnette;64 Carter Street;1047943518;6837430000000000;34;80000;F;11
5227;Bryan;Maynard;1596 Eagle Lane;3276520287;4505250000000000;59;80000;M;11
5228;William;Wible;4553 Conference Center Way;1122804265;4779810000000000;88;100000;M;11
5229;Nisha;Fleming;3080 Hawks Nest Lane;3790221576;2090780000000000;47;20000;F;11
5230;Edward;Hurst;740 Stanley Avenue;8595623451;3091470000000000;90;60000;M;11
5231;Margaret;Wilson;3624 Washburn Street;6596320119;3221960000000000;19;40000;F;11
5232;William;Guevara;2931 Columbia Mine Road;1264341270;5710660000000000;55;60000;M;11
5233;Julie;Mitchell;737 Sardis Sta;8387501336;5427790000000000;29;20000;F;11
5234;Joanna;Eastman;3729 Jadewood Farms;1907085873;2740180000000000;45;100000;F;11
5235;Cynthia;Chandler;15 Freedom Lane;7595397598;1506130000000000;71;40000;F;11
5236;Barbara;Maxwell;3802 Aviation Way;7074276468;2487790000000000;30;40000;F;11
5237;Alison;Edgington;1721 Park Boulevard;8331713241;6258310000000000;35;80000;F;11
5238;William;Cruz;1901 Nash Street;5274542839;1212710000000000;62;40000;M;11
5239;Pam;Choe;1580 Nuzum Court;1419863527;8146970000000000;79;40000;F;11
5240;Violet;Griffith;4075 Arrowood Drive;8178612524;2496980000000000;76;100000;F;11
5241;Deborah;Manley;504 Tenmile Road;9959978453;9677060000000000;55;20000;F;11
5242;Julio;Knaack;3668 Dogwood Road;6337076420;4289890000000000;62;60000;M;11
5243;Sonia;Shelton;56 Lena Lane;4396857970;5669300000000000;50;20000;F;11
5244;Mary;Marks;2504 Sardis Station;1499987259;1714180000000000;69;40000;F;11
5245;Paul;Field;2835 Sweetwood Drive;2469711865;3871380000000000;81;60000;M;11
5246;Marshall;McGrew;3900 Roy Alley;1661468584;6083840000000000;82;40000;M;11
5247;Almeda;Baker;3093 Hillview Street;8010758237;6926350000000000;18;60000;F;11
5248;Dorothy;Hawkins;218 Cambridge Court;7655422845;9634090000000000;88;60000;F;11
5249;Susan;Sprague;849 Adams Drive;1211590714;4236200000000000;68;40000;F;11
5250;Audrey;Betts;539 Rubaiyat Road;8998914770;1484880000000000;25;80000;F;11
5251;Ron;Jackson;3817 Philli Lane;9282478838;4273640000000000;84;40000;M;11
5252;Joe;Jenkins;1552 Diamond Cove;7629757890;8107620000000000;27;40000;M;11
5253;Anne;Crim;4910 Pin Oak Drive;3456999820;5281040000000000;37;40000;F;11
5254;Alejandro;Anderson;4597 Little Acres Lane;6258633655;5166050000000000;76;60000;M;11
5255;Albert;Okeefe;717 Crestview Terrace;7802674632;2350870000000000;58;100000;M;11
5256;Jennie;Torres;3801 Saint Clair Street;2430228722;6184490000000000;48;100000;F;11
5257;Krista;Geiger;4978 Virginia Street;4283431425;8711170000000000;33;40000;F;11
5258;Paula;Goforth;3870 Elkview Drive;4679459045;2299670000000000;48;40000;F;11
5259;Debra;Mangum;702 Twin Willow Lane;5231241361;3757840000000000;75;100000;F;11
5260;Ismael;Mendoza;1231 Freshour Circle;3815500323;4108370000000000;75;60000;M;11
5261;Shelly;Braun;2463 Snyder Avenue;2976054317;7348070000000000;27;20000;F;11
5262;Bill;Gerdes;2618 Woodland Terrace;4554431141;5762430000000000;38;20000;M;11
5263;Mikki;Hernandez;4377 Eva Pearl Street;1065198508;7972110000000000;57;60000;F;11
5264;Joshua;Adkins;3070 Village View Drive;1770726071;3861740000000000;48;100000;M;11
5265;Michael;Anderson;1366 Davisson Street;8365209811;2042340000000000;71;60000;M;11
5266;Leland;Nicol;1961 Canis Heights Drive;7232873421;1010740000000000;21;40000;M;11
5267;Andrew;Gonzalez;4294 Bridge Avenue;5652205646;6978270000000000;66;20000;M;11
5268;David;Custer;2130 Radford Street;8803181221;3707920000000000;73;40000;M;11
5269;Clarence;Timmons;484 Victoria Street;3974555464;1805020000000000;48;80000;M;11
5270;Larry;Zinn;779 Conference Center Way;4894652088;4518730000000000;73;80000;M;11
5271;Mary;Cardillo;769 Gateway Road;9275733987;1809020000000000;74;60000;F;11
5272;Maria;Rey;2179 Losh Lane;2646325530;1041290000000000;48;20000;F;11
5273;Edna;Hansen;951 Stanton Hollow Road;7579918360;9504800000000000;74;40000;F;11
5274;Wayne;Lewis;3613 Raintree Boulevard;5839641543;4040690000000000;83;60000;M;11
5275;Mark;Evans;228 North Avenue;9600151908;4508600000000000;22;60000;M;11
5276;Herbert;Christian;4412 Pringle Drive;7702288769;3289470000000000;31;80000;M;11
5277;Jerry;Hale;647 Paradise Lane;5966194321;2638900000000000;43;20000;M;11
5278;Melvin;Lepage;2887 Dogwood Road;8901089293;9818680000000000;41;20000;M;11
5279;Ann;Swanson;4569 Red Maple Drive;1918575354;5564920000000000;18;40000;F;11
5280;Thelma;McElroy;246 Farland Avenue;2961316291;3652400000000000;41;80000;F;11
5281;Nancy;Jackson;130 Bagwell Avenue;8455595901;7728750000000000;40;100000;F;11
5282;Rebecca;Andersen;2225 Marigold Lane;8752200118;6072820000000000;43;100000;F;11
5283;Nancy;Mullins;3964 Marion Street;8643742440;7007230000000000;85;40000;F;11
5284;Debra;Carson;1619 Quiet Valley Lane;5932617167;1305560000000000;78;40000;F;11
5285;Nelson;Hunt;4288 Hart Street;7679839941;2402090000000000;18;80000;M;11
5286;Janice;Carrico;4400 Joyce Street;2917970976;4707950000000000;69;20000;F;11
5287;Li;Webster;430 Wyatt Street;2404328633;8518210000000000;84;100000;F;11
5288;May;Krebs;871 Duke Lane;8501895149;9821030000000000;27;80000;F;11
5289;Michelle;King;1860 Coal Road;3913863440;9720830000000000;40;80000;F;11
5290;Kathy;Judkins;2894 West Side Avenue;6735783874;9399830000000000;46;60000;F;11
5291;Melissa;Chilton;1670 Alpha Avenue;9754437763;2091380000000000;32;40000;F;11
5292;Juana;Applegate;483 Timberbrook Lane;8377801504;4271990000000000;77;40000;F;11
5293;Chanel;Walton;1626 Adonais Way;1769007500;5687380000000000;39;80000;F;11
5294;Michael;Frizzell;3756 Laurel Lee;5771360540;6755740000000000;54;60000;M;11
5295;Brandy;Seger;652 Mandan Road;4752611929;1339880000000000;31;60000;F;11
5296;Racheal;Sanner;969 Monroe Street;2160320216;1072140000000000;90;20000;F;11
5297;David;Kelton;3138 Biddie Lane;6500656683;1077240000000000;29;80000;M;11
5298;Kevin;Adams;3347 Trouser Leg Road;1926495620;8846250000000000;35;100000;M;11
5299;Deborah;Barbee;4556 Indiana Avenue;1367165877;6932870000000000;69;100000;F;11
5300;Emily;Mills;484 Maple Court;9498393114;6165750000000000;52;60000;F;11
5301;Robert;Ruffin;624 Fancher Drive;6720651043;9500240000000000;88;20000;M;11
5302;April;Flanery;3387 Cottonwood Lane;1134384291;2294710000000000;67;60000;F;11
5303;Donna;Griffis;3672 Locust Court;3792232361;1559470000000000;42;20000;F;11
5304;Melissa;Berg;3888 Gambler Lane;3771033538;3531920000000000;58;60000;F;11
5305;Monty;Carter;287 Caldwell Road;7509121352;2960750000000000;45;40000;M;11
5306;Deanna;Gonzales;956 Reynolds Alley;5017136830;4749040000000000;86;40000;F;11
5307;Teresa;Traylor;537 Holt Street;6587789488;1387480000000000;42;100000;F;11
5308;Edward;Foster;2694 Dog Hill Lane;8518079154;2623700000000000;59;40000;M;11
5309;Edward;Baskett;1355 Hall Street;5813324681;6799690000000000;63;20000;M;11
5310;James;Morgan;4204 Elmwood Avenue;2434328717;2723780000000000;42;80000;M;11
5311;Carlos;Lawrence;2712 Cost Avenue;6197291865;8472290000000000;28;40000;M;11
5312;Kenneth;Seaman;344 Memory Lane;2703367487;9176530000000000;87;100000;M;11
5313;Victor;Nations;308 Hinkle Deegan Lake Road;8926146754;2129640000000000;45;80000;M;11
5314;Herman;Grogan;3459 Travis Street;5018202552;6006490000000000;21;20000;M;11
5315;Jennifer;Henry;1681 Stout Street;3555226668;9260420000000000;46;100000;F;11
5316;Edward;Williams;4065 Heavner Court;8248048487;2616720000000000;87;40000;M;11
5317;Virgil;Anderson;4799 Walnut Street;6483417149;5703860000000000;51;100000;M;11
5318;Charlotte;Bradley;3162 Fowler Avenue;7831844347;1546120000000000;65;60000;F;11
5319;Eleanora;Lazaro;1498 Fort Street;6896765880;6128920000000000;67;60000;F;11
5320;Classie;Borrego;4020 Boring Lane;2168782104;1427370000000000;84;60000;F;11
5321;Margaret;Jarrett;2061 Pineview Drive;2538565642;5676480000000000;40;40000;F;11
5322;Isaac;Monteiro;2790 Douglas Dairy Road;8820820463;7468880000000000;88;40000;M;11
5323;Antonio;Rimer;3064 Saint Francis Way;7240717788;2678520000000000;57;20000;M;11
5324;Regina;Grandberry;502 Ben Street;1891960070;3558850000000000;26;40000;F;11
5325;John;Blumberg;3086 Lynn Ogden Lane;7169069984;1329330000000000;43;80000;M;11
5326;Darryl;Bennett;334 Happy Hollow Road;6452768574;8131330000000000;22;80000;M;11
5327;Ida;Smith;3018 Star Trek Drive;8753258568;4484830000000000;57;40000;F;11
5328;Bonnie;Howard;1910 Stanton Hollow Road;2110824160;4908850000000000;28;40000;F;11
5329;Wayne;Mims;1196 Isaacs Creek Road;5294866754;5037170000000000;58;60000;M;11
5330;Elizabeth;Chen;676 Cabell Avenue;1380910786;8375550000000000;89;40000;F;11
5331;Robert;Kornegay;2038 John Calvin Drive;3544646087;2562620000000000;50;40000;M;11
5332;William;Vandusen;177 Oliverio Drive;9669886119;2030530000000000;55;80000;M;11
5333;Joseph;Barnes;882 Clark Street;7814668545;8953770000000000;46;80000;M;11
5334;Susie;Wooley;1539 Barnes Street;8775371248;5244790000000000;84;60000;F;11
5335;Asia;Flakes;547 Dawson Drive;3032802844;2601420000000000;59;20000;F;11
5336;Amanda;Leach;1395 Ventura Drive;5506734171;7213140000000000;54;40000;F;11
5337;Donna;Alvarez;4052 Friendship Lane;2944916003;1369100000000000;31;80000;F;11
5338;Debra;Gurule;489 Losh Lane;6975980862;2767460000000000;79;60000;F;11
5339;Numbers;Newsome;4761 Brooke Street;1051830286;2713780000000000;24;80000;M;11
5340;John;Cline;3656 Conaway Street;4531422913;1713360000000000;40;40000;M;11
5341;Mary;Jones;3017 Benson Street;1253056957;3019630000000000;74;40000;F;11
5342;Richard;Hill;1519 Poco Mas Drive;7505198345;2338340000000000;45;100000;M;11
5343;Brian;McClain;1167 Wilkinson Court;8854223290;4063320000000000;53;100000;M;11
5344;Leslie;Joyal;2855 Fire Access Road;5470460341;6931570000000000;58;80000;F;11
5345;Chi;Francois;2180 Heliport Loop;8537865852;9468550000000000;24;40000;F;11
5346;Martha;Russell;4210 Sunrise Road;4936701816;6520230000000000;32;40000;F;11
5347;Brandy;Jenkins;3481 Catherine Drive;1309411832;9083060000000000;52;80000;F;11
5348;Kathy;Carmichael;2977 Kelly Street;4161404242;3657180000000000;33;80000;F;11
5349;Sara;Laws;2010 Williams Avenue;4600920017;2787920000000000;86;80000;F;11
5350;James;Brown;193 Rogers Street;2148066767;3367660000000000;32;40000;M;11
5351;Esther;Bloom;463 Brownton Road;1138476475;2345290000000000;86;20000;F;11
5352;Ilda;Rossi;668 Butternut Lane;7044219504;2699340000000000;46;100000;F;11
5353;Kari;Hurd;1936 Pleasant Hill Road;7219347506;7922570000000000;48;60000;F;11
5354;Lucille;Jimerson;1031 Coal Road;9369571879;2963380000000000;66;40000;F;11
5355;Steven;Foote;2822 Grove Street;6105802437;3498980000000000;89;80000;M;11
5356;David;Stevens;3393 Fowler Avenue;3750851014;2907110000000000;52;40000;M;11
5357;Arthur;Swanson;322 Pin Oak Drive;6718719689;3385960000000000;41;80000;M;11
5358;Ralph;White;2274 Rocket Drive;5767766820;9272320000000000;78;60000;M;11
5359;Lonnie;Webster;3495 Davis Court;7735221112;7893730000000000;22;100000;M;11
5360;Jay;Soto;4342 Zimmerman Lane;8239941409;7017940000000000;71;20000;M;11
5361;Lester;Miles;4341 Coal Road;7592578131;1910410000000000;30;100000;M;11
5362;Christopher;Turner;3130 Douglas Dairy Road;2322248749;2656060000000000;54;80000;M;11
5363;Dora;Pennebaker;3235 Breezewood Court;2479710650;8826060000000000;51;100000;F;11
5364;Manuel;Jennings;4590 Camden Place;5170416920;8271600000000000;47;80000;M;11
5365;Robert;Davis;3552 Mutton Town Road;5170334916;2627330000000000;52;100000;M;11
5366;Elia;Green;82 Lyon Avenue;9112767259;7045540000000000;47;40000;F;11
5367;Rachel;Sargent;3323 Ferguson Street;7574191454;2182090000000000;68;40000;F;11
5368;Brenda;Swartz;4339 Freshour Circle;8499511064;7946140000000000;77;40000;F;11
5369;Wayne;Monteleone;73 Airplane Avenue;9182846663;4278230000000000;82;20000;M;11
5370;Frank;Bonilla;3175 Hickman Street;8118927414;7959950000000000;21;40000;M;11
5371;Patricia;Scott;1633 Arbor Court;2573635667;5680070000000000;64;60000;F;11
5372;Ellie;Rojas;3973 Woodside Circle;5567606012;6562290000000000;43;80000;F;11
5373;Jacqueline;Sell;2409 Findley Avenue;4655769746;5998710000000000;62;40000;F;11
5374;Agatha;Jensen;44 Traction Street;6589623758;5507340000000000;65;60000;F;11
5375;Earl;Fischer;4175 Parkview Drive;9118068205;5216290000000000;74;40000;M;11
5376;Linda;Nye;762 Neuport Lane;8695428889;3648070000000000;56;40000;F;11
5377;Edward;Cutler;4661 Hinkle Deegan Lake Road;6218079442;7269230000000000;89;20000;M;11
5378;Lawanda;Hecker;4074 Elliott Street;6880296539;9611320000000000;62;60000;F;11
5379;Susan;Dejesus;3506 Neuport Lane;8223403290;6287230000000000;34;40000;F;11
5380;Rolando;Eddy;4849 Scenicview Drive;8074084949;7848500000000000;57;100000;M;11
5381;Michael;Maurer;3761 Shinn Avenue;4713657566;3963040000000000;38;80000;M;11
5382;Debra;Harrington;4144 Harvest Lane;7985477109;1206240000000000;25;60000;F;11
5383;Carlos;Rogers;4932 Collins Street;2914149926;1801980000000000;75;20000;M;11
5384;Craig;Green;733 Joy Lane;9872047289;8869880000000000;69;40000;M;11
5385;Horace;Flores;1260 Oakway Lane;8383607037;8530020000000000;79;40000;M;11
5386;Raymond;Ward;3730 Werninger Street;4357062731;7590450000000000;24;60000;M;11
5387;Scott;Dixon;2011 Parrill Court;2648750641;4897770000000000;43;60000;M;11
5388;Robert;Campos;3066 Mcwhorter Road;9510200659;5859760000000000;76;40000;M;11
5389;Louise;King;469 Parrish Avenue;3830658718;3272190000000000;32;20000;F;11
5390;Gus;Beckwith;4579 Mayo Street;4869361510;2866040000000000;71;80000;M;11
5391;Dolores;Delahoussaye;4917 Lost Creek Road;8467708296;4034020000000000;45;40000;F;11
5392;Ronda;Kea;4188 Stout Street;6823684452;2007090000000000;63;100000;F;11
5393;Pamela;Payne;2894 Patton Lane;1341332056;8487230000000000;33;100000;F;11
5394;Evan;Pham;2800 Smith Road;3784379146;6085180000000000;29;40000;M;11
5395;Donna;Robinson;852 Friendship Lane;2940479667;6400080000000000;72;40000;F;11
5396;Eugene;Heard;915 Lewis Street;2625127756;1880680000000000;42;40000;M;11
5397;Donald;Rodriquez;3101 Skips Lane;8366457621;9849910000000000;85;20000;M;11
5398;Ashley;Garay;4591 Oliverio Drive;3275183658;6896480000000000;75;60000;M;11
5399;Kathie;Kuykendall;2118 Flint Street;5387599763;5821330000000000;79;40000;F;11
5400;Helen;Brown;2821 Lena Lane;4851508098;6117580000000000;85;60000;F;11
5401;Rosalyn;Gore;1614 Angus Road;3465546377;5173840000000000;55;60000;F;11
5402;Gabriel;Harrison;1265 Round Table Drive;2825795694;2348270000000000;83;80000;M;11
5403;Rachel;Unrein;344 Austin Avenue;7961247441;5812800000000000;82;100000;F;11
5404;Candice;Smith;3213 Brookside Drive;6032407085;7358930000000000;88;80000;F;11
5405;Paula;Cortese;1871 Lynch Street;1599168471;5113910000000000;56;40000;F;11
5406;Ron;Williams;1435 Chapel Street;5458991048;4914350000000000;32;100000;M;11
5407;Elizabeth;Smith;2541 McDonald Avenue;9199893547;2773120000000000;42;60000;F;11
5408;Jeremy;Furrow;3816 Cambridge Court;4555222514;7127140000000000;39;60000;M;11
5409;Naomi;Sparks;3043 Hewes Avenue;1914411224;2234620000000000;33;100000;F;11
5410;Aaron;Higgins;4842 Science Center Drive;2019565846;4766790000000000;46;60000;M;11
5411;Michael;Evans;1940 Haymond Rocks Road;6533686624;3310270000000000;38;60000;M;11
5412;Russell;Dugan;1060 Bastin Drive;1815163519;3606900000000000;85;20000;M;11
5413;Kimberly;Vanfleet;3973 Butternut Lane;4112253994;3340420000000000;68;100000;F;11
5414;Mary;Regan;1141 Ben Street;5001861331;5949000000000000;65;20000;F;11
5415;Ken;Sampson;1155 Beechwood Drive;4920008292;8167750000000000;25;60000;M;11
5416;James;Manor;2018 Lincoln Drive;6927024412;2271560000000000;27;60000;M;11
5417;Wesley;Chance;617 Elkview Drive;5114394324;5134570000000000;84;20000;M;11
5418;Anthony;Goodman;4686 Capitol Avenue;7408229256;6242240000000000;64;20000;M;11
5419;Kevin;Hays;2649 West Side Avenue;6042301998;8664030000000000;88;80000;M;11
5420;Tamika;Hodges;3749 Skips Lane;4569006965;9439820000000000;20;40000;F;11
5421;Scott;Dunbar;4101 Walnut Drive;3624653830;5160190000000000;84;20000;M;11
5422;John;Mendez;1247 Payne Street;1040584559;1610670000000000;58;100000;M;11
5423;Craig;Whittington;3880 Olen Thomas Drive;6862771664;6079860000000000;38;20000;M;11
5424;Michaela;Bishop;4687 Meadowview Drive;1836735357;5664860000000000;78;60000;F;11
5425;William;Rodgers;2551 Deercove Drive;7283426263;9162870000000000;67;20000;M;11
5426;John;Little;2186 Roane Avenue;2886139156;9046950000000000;81;20000;M;11
5427;James;Tucker;4230 Commerce Boulevard;4439191191;1102730000000000;79;80000;M;11
5428;Richard;Gonzalez;3998 Williams Avenue;8230390063;8358790000000000;44;40000;M;11
5429;Kenneth;Armwood;4924 Pearcy Avenue;2383446973;7406250000000000;66;40000;M;11
5430;Sharon;Vasquez;1778 Byers Lane;9086767199;2438360000000000;71;80000;F;11
5431;Daniel;Foust;1197 Carolyns Circle;8632974498;6095910000000000;42;40000;M;11
5432;Raymond;Christian;1943 Cerullo Road;5814890198;6161710000000000;44;20000;M;11
5433;James;Emerick;636 Seneca Drive;6853692030;3577930000000000;34;80000;M;11
5434;Vickie;Coomes;2517 D Street;4993093295;2499680000000000;84;20000;F;11
5435;Theodore;Watson;457 Timber Oak Drive;4673844796;4653540000000000;37;20000;M;11
5436;Rita;Bradley;601 Stiles Street;1724698044;3337200000000000;86;40000;F;11
5437;Ashley;Chappell;4220 Thomas Street;2318734754;3306970000000000;73;80000;F;11
5438;Reva;Flores;1187 Old Dear Lane;4604430740;4441620000000000;41;80000;F;11
5439;Ruth;Thomas;3857 Steve Hunt Road;6287921546;6379120000000000;74;80000;F;11
5440;Sara;Silva;1134 Mulberry Lane;9605139291;4427140000000000;82;60000;F;11
5441;Ronnie;Burton;3306 Rainy Day Drive;9470823442;7480240000000000;29;20000;M;11
5442;Ernest;Miller;1327 Fancher Drive;9396565907;6604740000000000;66;100000;M;11
5443;Kim;Drake;777 Meadow View Drive;5956032713;2790240000000000;75;60000;F;11
5444;Pamela;Elmore;2977 University Street;7823887126;5738460000000000;28;100000;F;11
5445;Charles;Acevedo;18 Gandy Street;2220401057;2654310000000000;73;40000;M;11
5446;Sarah;Taylor;1839 Rafe Lane;2123743426;9976260000000000;67;40000;F;11
5447;Marcos;Johnson;2728 Emily Drive;3377411181;3977050000000000;78;20000;M;11
